,url,image_url
10,https://www.deviantart.com/anastasia-berry/art/Poses-Reference-13-female-662698330,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/162534e8-cf5c-4619-a70d-470a067246af/dayjxay-8c6ebea5-c4e5-4479-a7d0-088ebeb7cd15.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7InBhdGgiOiJcL2ZcLzE2MjUzNGU4LWNmNWMtNDYxOS1hNzBkLTQ3MGEwNjcyNDZhZlwvZGF5anhheS04YzZlYmVhNS1jNGU1LTQ0NzktYTdkMC0wODhlYmViN2NkMTUuanBnIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmZpbGUuZG93bmxvYWQiXX0.nBlS3tir89BFdv6jZ_BhEDwqXL5x_6j3kOXJjyvJyTo
11,https://www.deviantart.com/anastasia-berry/art/Poses-Reference-5-female-641352223,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/162534e8-cf5c-4619-a70d-470a067246af/daluejj-6deb73e5-2335-421b-831d-a006ad07528a.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7InBhdGgiOiJcL2ZcLzE2MjUzNGU4LWNmNWMtNDYxOS1hNzBkLTQ3MGEwNjcyNDZhZlwvZGFsdWVqai02ZGViNzNlNS0yMzM1LTQyMWItODMxZC1hMDA2YWQwNzUyOGEuanBnIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmZpbGUuZG93bmxvYWQiXX0.6_ebX1AIElsiM-RwKmechEqaBlDomO3riCURq0rn0uk
12,https://www.deviantart.com/xghostwheelx/art/Pose-reference-1-female-584944559,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/20169a76-7a22-4811-a7c9-8dc3c44ec144/d9o9e3z-0734e860-4658-4404-9b05-7556f621f2fe.jpg/v1/fill/w_1024,h_805,q_75,strp/pose_reference_1__female__by_xghostwheelx_d9o9e3z-fullview.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7ImhlaWdodCI6Ijw9ODA1IiwicGF0aCI6IlwvZlwvMjAxNjlhNzYtN2EyMi00ODExLWE3YzktOGRjM2M0NGVjMTQ0XC9kOW85ZTN6LTA3MzRlODYwLTQ2NTgtNDQwNC05YjA1LTc1NTZmNjIxZjJmZS5qcGciLCJ3aWR0aCI6Ijw9MTAyNCJ9XV0sImF1ZCI6WyJ1cm46c2VydmljZTppbWFnZS5vcGVyYXRpb25zIl19.tBtNKObZ19IVAX7tfeuYBBJndHlzFXkB3l14BA1jN1Q"
13,https://www.deviantart.com/anastasia-berry/art/Poses-Reference-3-female-male-636118772,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/162534e8-cf5c-4619-a70d-470a067246af/daiq8dw-236fc024-602e-47a8-bf31-f06a87f5abbf.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7InBhdGgiOiJcL2ZcLzE2MjUzNGU4LWNmNWMtNDYxOS1hNzBkLTQ3MGEwNjcyNDZhZlwvZGFpcThkdy0yMzZmYzAyNC02MDJlLTQ3YTgtYmYzMS1mMDZhODdmNWFiYmYuanBnIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmZpbGUuZG93bmxvYWQiXX0.KKOIi2yLP-D9cV0H7Bs0N6gDkN_KUkQh1fv_WJnknEM
14,https://www.deviantart.com/anastasia-berry/art/Poses-Reference-19-female-678937653,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/162534e8-cf5c-4619-a70d-470a067246af/db87zn9-e9f6e43e-1cd9-4ad0-85c5-09d5b1febdb9.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7InBhdGgiOiJcL2ZcLzE2MjUzNGU4LWNmNWMtNDYxOS1hNzBkLTQ3MGEwNjcyNDZhZlwvZGI4N3puOS1lOWY2ZTQzZS0xY2Q5LTRhZDAtODVjNS0wOWQ1YjFmZWJkYjkuanBnIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmZpbGUuZG93bmxvYWQiXX0.cSMVzmZZGkXKHJM6xYqJDNj7Jpq9PaLJtfsZe_nkVxU
15,https://www.deviantart.com/xghostwheelx/art/Pose-study-sketch-588842268,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/20169a76-7a22-4811-a7c9-8dc3c44ec144/d9qkxlo-67daeb16-5ce3-4716-9ab6-750390848a73.jpg/v1/fill/w_1024,h_460,q_75,strp/pose_study_sketch_by_xghostwheelx_d9qkxlo-fullview.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7ImhlaWdodCI6Ijw9NDYwIiwicGF0aCI6IlwvZlwvMjAxNjlhNzYtN2EyMi00ODExLWE3YzktOGRjM2M0NGVjMTQ0XC9kOXFreGxvLTY3ZGFlYjE2LTVjZTMtNDcxNi05YWI2LTc1MDM5MDg0OGE3My5qcGciLCJ3aWR0aCI6Ijw9MTAyNCJ9XV0sImF1ZCI6WyJ1cm46c2VydmljZTppbWFnZS5vcGVyYXRpb25zIl19.z40GJ9KRpUQmNrvXuVQq02ZXLpgSK2Oigp9MUL8Qme8"
16,https://www.deviantart.com/anastasia-berry/art/Poses-Reference-14-male-female-665515453,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/162534e8-cf5c-4619-a70d-470a067246af/db08b0d-4c0dee0d-606a-4493-99ad-9cbff861104a.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7InBhdGgiOiJcL2ZcLzE2MjUzNGU4LWNmNWMtNDYxOS1hNzBkLTQ3MGEwNjcyNDZhZlwvZGIwOGIwZC00YzBkZWUwZC02MDZhLTQ0OTMtOTlhZC05Y2JmZjg2MTEwNGEuanBnIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmZpbGUuZG93bmxvYWQiXX0.iJs_kBYfwQ_mkapDcwPsHwZTSdFYLO9Sgfm3_MNP9Rg
17,https://www.deviantart.com/anastasia-berry/art/Poses-Reference-7-female-646507584,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/162534e8-cf5c-4619-a70d-470a067246af/daowwg0-4d60846f-14a1-4329-aa60-fa10f9839fe1.jpg/v1/fill/w_1280,h_545,q_75,strp/poses_reference__7__female__by_anastasia_berry_daowwg0-fullview.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7ImhlaWdodCI6Ijw9NTQ1IiwicGF0aCI6IlwvZlwvMTYyNTM0ZTgtY2Y1Yy00NjE5LWE3MGQtNDcwYTA2NzI0NmFmXC9kYW93d2cwLTRkNjA4NDZmLTE0YTEtNDMyOS1hYTYwLWZhMTBmOTgzOWZlMS5qcGciLCJ3aWR0aCI6Ijw9MTI4MCJ9XV0sImF1ZCI6WyJ1cm46c2VydmljZTppbWFnZS5vcGVyYXRpb25zIl19.E6Hoy8XAmk0sVfZks8KWPtN6A4QIXyKj1wO2552LOS8"
18,https://www.deviantart.com/anastasia-berry/art/Poses-Reference-12-female-659936412,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/162534e8-cf5c-4619-a70d-470a067246af/dawwq70-6f0d5363-cf40-45e5-9c98-ee14801f939d.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7InBhdGgiOiJcL2ZcLzE2MjUzNGU4LWNmNWMtNDYxOS1hNzBkLTQ3MGEwNjcyNDZhZlwvZGF3d3E3MC02ZjBkNTM2My1jZjQwLTQ1ZTUtOWM5OC1lZTE0ODAxZjkzOWQuanBnIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmZpbGUuZG93bmxvYWQiXX0.G5tLapHCDyhRKUB-HkOZYkJOQD02IykonS2-vMdvg4Y
19,https://www.deviantart.com/anastasia-berry/art/Poses-Reference-28-female-703407068,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/162534e8-cf5c-4619-a70d-470a067246af/dbmsgd8-ced9fc32-d398-4e28-bf29-e20eb34d473d.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7InBhdGgiOiJcL2ZcLzE2MjUzNGU4LWNmNWMtNDYxOS1hNzBkLTQ3MGEwNjcyNDZhZlwvZGJtc2dkOC1jZWQ5ZmMzMi1kMzk4LTRlMjgtYmYyOS1lMjBlYjM0ZDQ3M2QuanBnIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmZpbGUuZG93bmxvYWQiXX0.KQ1zNFnj2OFFve-wd0suE56DlAZB6xr5LqiZ2F4n9V8
20,https://www.deviantart.com/kate-fox/art/Pose-study-20-572945018,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/34ad5fb9-5141-4c02-b1a2-4dc460019e7b/d9h477e-9862f0d1-609a-4b7c-a8b3-e10512d15d97.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7InBhdGgiOiJcL2ZcLzM0YWQ1ZmI5LTUxNDEtNGMwMi1iMWEyLTRkYzQ2MDAxOWU3YlwvZDloNDc3ZS05ODYyZjBkMS02MDlhLTRiN2MtYThiMy1lMTA1MTJkMTVkOTcuanBnIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmZpbGUuZG93bmxvYWQiXX0.BFFraoWygIpms_Bl0NcLhSmr1i5FkOo3uykRBpxD46g
21,https://www.deviantart.com/anastasia-berry/art/Poses-Reference-1-female-631078175,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/162534e8-cf5c-4619-a70d-470a067246af/dafq71b-82918949-62a0-4247-a40a-1751dbfb746b.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7InBhdGgiOiJcL2ZcLzE2MjUzNGU4LWNmNWMtNDYxOS1hNzBkLTQ3MGEwNjcyNDZhZlwvZGFmcTcxYi04MjkxODk0OS02MmEwLTQyNDctYTQwYS0xNzUxZGJmYjc0NmIuanBnIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmZpbGUuZG93bmxvYWQiXX0.dvy5t1Z0rWYwHGNuKVeVxocehrg_MbZv1eeVz-N9vu4
22,https://www.deviantart.com/anastasia-berry/art/Poses-Reference-30-female-708310383,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/162534e8-cf5c-4619-a70d-470a067246af/dbppjsf-770b2401-7cf0-49f8-b599-9b7181a7ecb6.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7InBhdGgiOiJcL2ZcLzE2MjUzNGU4LWNmNWMtNDYxOS1hNzBkLTQ3MGEwNjcyNDZhZlwvZGJwcGpzZi03NzBiMjQwMS03Y2YwLTQ5ZjgtYjU5OS05YjcxODFhN2VjYjYuanBnIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmZpbGUuZG93bmxvYWQiXX0.YW_G6PgDx2fw4UaH6ypUuSSEVX96yDFht9QVvrCXknQ
23,https://www.deviantart.com/anastasia-berry/art/Poses-Reference-21-female-male-684107500,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/162534e8-cf5c-4619-a70d-470a067246af/dbbasq4-61392db6-d15b-433e-8d47-5ef663e4fe9b.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7InBhdGgiOiJcL2ZcLzE2MjUzNGU4LWNmNWMtNDYxOS1hNzBkLTQ3MGEwNjcyNDZhZlwvZGJiYXNxNC02MTM5MmRiNi1kMTViLTQzM2UtOGQ0Ny01ZWY2NjNlNGZlOWIuanBnIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmZpbGUuZG93bmxvYWQiXX0.G6nghapr3KUBXcIWJxRrEjdyllypS3WdvQfkQ1M_kHg
